machine_id,risque,temperature_C,vibration,pression_bar,age_ans,production_jour,panne,ville_Abomey-Calavi,ville_Cotonou,ville_Parakou,ville_Porto-Novo,type_machine_Compresseur,type_machine_Moteur,type_machine_Pompe,risque_encoded,temp_par_vibration,machine_ancienne
M0043,Faible,0.27747392171752266,0.07379163147514807,-0.5702987420421233,1.4672588391470942,0.3498482744559511,0,False,True,False,False,True,False,False,0,3.7099594733365633,1
M0044,Faible,-0.7198039876339619,1.5760579158834116,0.8760887155176819,-0.8423615481985876,1.844688346525749,0,True,False,False,False,False,False,True,0,-0.4564220377605812,0
M0045,Moyen,0.9304535052214705,0.28283849798229826,0.319785847225449,0.41743139035360244,-0.14543770163560427,0,False,False,True,False,False,False,True,1,3.27810889585351,1
M0046,Faible,-0.05495204806630665,-0.628008563227427,1.9145207363298515,1.0473278596296975,-0.3668211281156146,0,False,True,False,False,False,False,True,0,0.0876416229205064,1
M0047,Faible,0.11126093682560802,-0.05810698667817284,-1.553100476025069,0.20746590059490413,0.7753905457853075,0,False,False,True,False,False,True,False,0,-1.948289400255357,1
M0048,Moyen,0.8236023006480966,-1.2651037754396937,0.004547555193183629,-0.002499589163794205,0.17876485322867822,0,False,False,True,False,False,False,True,1,-0.6515306074152201,0
M0049,Faible,0.8117299445843891,-0.05810698667817284,0.33832927616852304,1.6772243289057924,-0.1147927404522138,0,False,False,True,False,False,False,True,0,-14.214196752472752,1
M0050,Faible,-0.05495204806630665,-1.1157845850774437,-0.1994301631806358,-1.4722580174746824,-0.4585446671059005,0,True,False,False,False,False,False,True,0,0.04929387148144782,0
M0051,Moyen,0.34870805809977085,0.6611137802333316,-1.2934924708220277,1.2572933493883958,0.15308648920259588,0,True,False,False,False,False,False,True,1,0.5266588138021908,1
M0052,Moyen,0.5624104672465171,-0.21986944290394356,-1.2934924708220277,0.8373623698709991,-0.7734480613352231,0,False,False,False,True,False,False,True,1,-2.5696162049142024,1
M0053,Moyen,-0.09056911625743075,-1.359672596002452,0.11580812885163119,-0.4224305686811909,0.9710956082392356,0,False,True,False,False,False,False,True,1,0.06666000074183236,0
M0054,Élevé,0.4911763308642689,0.19324698376494798,-0.7928198893590168,0.20746590059490413,-0.789298903326632,0,False,True,False,False,False,False,True,2,2.5286175432130547,1
M0055,Moyen,-0.07869676019372158,-0.5234851299738519,-1.9425124838296324,0.6273968801123008,-0.4975377384047663,0,False,True,False,False,False,True,False,1,0.15062009553776204,1
M0056,Élevé,-0.16180325263967893,-0.2895517317396603,-1.3676661865943254,-1.0523270379572858,-0.24339590514251097,0,False,False,True,False,False,False,True,2,0.5607426150734818,0
M0057,Faible,-0.0430796920025975,-0.20493752386771866,0.17143841568085333,-1.2622925277159842,-0.8659113062851082,0,False,False,True,False,False,False,True,0,0.21123965411358317,0
M0058,Faible,0.9898152855400112,0.33758886778178965,0.4681332787700447,-0.21246507892249253,1.1949094971579286,0,False,True,False,False,False,True,False,0,2.9233544860013456,0
M0059,Moyen,-0.12618618444855484,-0.41896169672027683,-0.14379987635141203,-1.4722580174746824,-0.5319869016660949,0,True,False,False,False,True,False,False,1,0.301908489315483,0
M0060,Moyen,0.9423258612851779,0.20320159645576485,0.6164807103146404,0.6273968801123008,0.5268493433600167,0,False,True,False,False,False,True,False,1,4.614684104535437,1
M0061,Faible,0.02815444437965068,-0.7972369789713103,0.023090984136257674,1.2572933493883958,-0.8139205445532871,0,False,False,False,True,False,False,True,0,-0.03535937807865255,1
M0062,Faible,1.2391347628778815,-0.49859859824681024,0.20852527356700307,-1.2622925277159842,1.9333473893976958,0,False,False,False,True,True,False,False,0,-2.490229609254782,0
M0063,Moyen,-0.9335063967807081,0.1434739203108648,-1.3676661865943254,0.8373623698709991,0.3901094131141296,0,True,False,False,False,False,True,False,1,-6.461418052282935,1
M0064,Faible,-0.8741446164621675,0.6262726358154731,-0.8113633183020909,-0.6323960584398892,0.6730997788007491,0,True,False,False,False,False,False,True,0,-1.3935640845001207,0
M0065,Élevé,0.7167510960747225,-0.12530062234118525,0.78337157080231,0.8373623698709991,-0.03141731157740322,0,False,True,False,False,False,True,False,2,-5.766271178493024,1
M0066,Moyen,1.5240713084068775,-0.29452903808506853,0.22706870251007713,-1.0523270379572858,0.4183239118588374,0,True,False,False,False,False,False,True,1,-5.19223351239676,0
M0067,Moyen,-0.26865445721305287,0.1384966139654566,0.5423069945423425,1.6772243289057924,-0.5824982514787178,0,False,True,False,False,False,False,True,1,-1.9258851492953046,1
M0068,Faible,-1.7526989651765705,0.21315620914658132,1.0058927181192034,-0.21246507892249253,-0.13814631431955618,0,True,False,False,False,True,False,False,0,-8.184208023484944,0
M0069,Moyen,1.1679006264956333,-0.6827589330269187,-2.5544456389510892,0.41743139035360244,0.36316298172873457,0,False,False,True,False,True,False,False,1,-1.713069781587328,1
M0070,Moyen,0.5980275354376412,1.7063481127690814,0.5979372813715663,1.0473278596296975,-0.949181062879976,0,False,True,False,False,False,False,True,1,0.35026690278628864,1
M0071,Faible,-0.5179739345509232,-0.3691886332661937,0.6906544260869382,-1.6822235072333809,-0.4806301736139302,0,False,True,False,False,False,True,False,0,1.4068167448733744,0
M0072,Moyen,1.4409648159609203,-0.896783105879477,0.0972646999085555,-0.6323960584398892,1.0097716626982731,0,True,False,False,False,False,False,True,1,-1.6086090555885018,0
M0073,Faible,1.393475391706087,-0.13027792868659369,0.24561213145315117,-0.8423615481985876,0.6960306635483205,0,False,True,False,False,False,False,True,0,-10.778911805465773,0
M0074,Moyen,-0.39925037391384177,0.14845122665627303,-1.2564056129358778,1.0473278596296975,0.04804824293952652,0,False,True,False,False,False,True,False,1,-2.671442602689964,1
M0075,Moyen,-0.19742032083080302,-0.14023254137741037,0.5793938524284923,0.6273968801123008,0.7417867607635208,0,True,False,False,False,False,False,True,1,1.4179179585300112,1
M0076,Faible,0.7642405203295558,-0.4886439855559936,0.4866767077131187,0.41743139035360244,0.14716884152580323,0,False,False,True,False,False,False,True,0,-1.5672099789320628,1
M0077,Faible,0.7642405203295558,-0.14023254137741037,0.1899818446239274,-0.21246507892249253,1.0207615798123166,0,False,False,False,True,False,True,False,0,-5.4889504477115665,0
M0078,Moyen,1.4053477477697962,0.21813351549199,0.7462847129161619,-1.2622925277159842,-0.29105410339668025,0,False,False,False,True,True,False,False,1,6.413203131499827,0
M0079,Moyen,0.6098998915013503,-0.508553210937627,1.5065652995822143,-1.4722580174746824,-0.9257218167326908,0,False,False,False,True,False,True,False,1,-1.2016471935516937,0
M0080,Moyen,-0.05495204806630665,-0.6528950949544686,0.1899818446239274,1.6772243289057924,-0.35065326928437757,0,False,False,False,True,True,False,False,1,0.0842958452849607,1
M0081,Faible,-0.19742032083080302,-0.015799882742202016,-0.44049473944060336,-1.2622925277159842,1.2719445892361756,0,False,True,False,False,False,False,True,0,13.339316552005982,0
M0082,Faible,-0.6841869194428378,-0.020777189087610243,0.07872127096548145,-0.6323960584398892,-0.9086029073819694,0,False,True,False,False,False,False,True,0,34.594750366797996,0
M0083,Moyen,-0.43486744210496586,-0.8171462043529437,1.3582178680376187,-0.4224305686811909,-0.12842446456482542,0,False,True,False,False,False,True,False,1,0.5328303186188768,0
M0084,Faible,-0.05495204806630665,1.372868587626723,0.8204584286884598,-1.0523270379572858,0.12328690625874722,0,False,False,False,True,False,False,True,0,-0.039998038066532314,0
M0085,Moyen,0.004409732252234058,0.49686267083485647,-0.06962616057911421,-1.4722580174746824,-0.6948278850578352,0,False,True,False,False,True,False,False,1,0.008857326549185664,0
M0086,Faible,-0.6366974951880046,0.9298883228853816,-0.013995873749890418,-0.6323960584398892,0.2509390204295599,0,False,False,True,False,False,False,True,0,-0.6839676463171188,0
M0087,Moyen,0.8473470127755132,0.5615676533251648,0.3754161340546728,-0.8423615481985876,-0.3429391928485586,0,True,False,False,False,True,False,False,1,1.506213533193928,0
M0088,Moyen,1.2035176946867574,-0.986374620096827,-1.2007753261066556,-1.4722580174746824,0.3362165503433395,0,False,False,True,False,False,False,True,1,-1.2213808536782638,0
M0089,Faible,1.6071778008528332,1.1787536401557983,-0.9226238919605384,-1.2622925277159842,-0.23293434942818114,0,False,False,False,True,False,True,False,0,1.3622995057176424,0
M0090,Moyen,-0.3517609496590102,-1.090898053350402,0.4681332787700447,0.6273968801123008,0.6739451570402909,0,False,True,False,False,False,False,True,1,0.32274665376057804,1
M0091,Moyen,-1.064102313481498,-0.6777816266815102,0.35687270511159874,-1.0523270379572858,-0.4704856347394285,0,False,True,False,False,True,False,False,1,1.5722978750164252,0
M0092,Moyen,-0.25678210114934374,0.08374624416596475,-0.4961250262698255,1.4672588391470942,-1.4267140959411535,0,False,True,False,False,False,True,False,1,-3.0300115795865668,1
M0093,Faible,0.13500564895302464,-0.05810698667817284,-0.16234330529448607,-0.4224305686811909,1.5061143615892558,0,False,False,True,False,False,False,True,0,-2.3640828698220537,0
M0094,Faible,-0.3517609496590102,0.3525207868180148,-0.34777759472522984,1.2572933493883958,1.008714939898846,0,False,True,False,False,False,True,False,0,-0.99502196978332,1
M0095,Moyen,0.5149210429916855,0.47695344545322316,1.265500723322245,-1.6822235072333809,-0.11447572361238562,0,False,True,False,False,False,False,True,1,1.0773456031965782,0
M0096,Moyen,0.526793399055393,-0.1352552350320019,-0.3106907368390817,-1.2622925277159842,-0.09397530130349684,0,False,True,False,False,False,True,False,1,-3.9238201693202006,0
M0097,Faible,0.38432512629089494,0.9846386926848729,0.06017784202240741,-1.4722580174746824,-0.5839776633979159,0,False,False,True,False,True,False,False,0,0.3899249584490195,0
M0098,Faible,-3.806616564198079,-1.0112611518238688,-0.3292341657821558,-0.21246507892249253,1.2920223224252936,0,False,False,False,True,False,True,False,0,3.767953026131735,0
M0099,Moyen,0.8236023006480966,0.252974659909848,-1.2193187550497298,1.6772243289057924,-0.7393159149137227,0,False,True,False,False,False,True,False,1,3.242852263058236,1
M0100,Faible,-0.7316763436976694,0.39731654392668975,-2.3504679205772696,-0.4224305686811909,0.602616368078951,0,False,True,False,False,False,False,True,0,-1.836921802154255,0
M0101,Élevé,-2.180103783470063,1.1289805767017147,-0.8484501761882406,1.2572933493883958,0.41938063465826464,0,False,True,False,False,False,False,True,2,-1.9293285463662917,1
M0102,Faible,8.778080863332551,0.4869080581440396,2.5079104625082325,-1.6822235072333809,-0.49848878892425086,0,False,True,False,False,True,False,False,0,17.991260272936703,0
M0103,Moyen,1.0610494219222595,-1.046102296241727,-0.718646173586719,-0.6323960584398892,1.1125907910825452,0,False,True,False,False,False,False,True,1,-1.0152589136373344,0
M0104,Moyen,-0.05495204806630665,0.30772502970933985,0.4495898498269706,0.8373623698709991,-0.8915896703111905,0,False,True,False,False,False,False,True,1,-0.17799673747879532,1
M0105,Faible,-1.5271241999661154,-0.2795971190488436,0.11580812885163119,-0.6323960584398892,0.36569911644736,0,True,False,False,False,False,True,False,0,5.481478793391185,0
M0106,Moyen,-0.39925037391384177,0.03895048705728982,1.339674439094543,-1.4722580174746824,-0.09312992306395503,0,False,False,True,False,False,False,True,1,-9.993629698213905,0
M0107,Moyen,0.9660705734125946,0.2629292726006649,-0.7557330314728687,0.6273968801123008,0.19313628330088892,0,False,True,False,False,True,False,False,1,3.660338862352326,1
M0108,Faible,0.0518991565070673,0.6909776183057813,-1.5345570470819951,-1.0523270379572858,-1.375251695609046,0,False,False,False,True,False,True,False,0,0.07500120688026839,0
M0109,Moyen,-0.22116503295821963,-0.32439287615751855,-2.3319244916341955,-0.002499589163794205,-0.24191649322331282,0,False,True,False,False,True,False,False,1,0.6838896254798585,0
M0110,Faible,-1.2303152983734118,0.252974659909848,1.265500723322245,1.6772243289057924,0.3658047887273027,0,False,True,False,False,False,False,True,0,-4.844244299057748,1
M0111,Faible,-0.18554796476709554,0.611340716779248,0.6350241392577144,0.8373623698709991,-1.062884436098349,0,False,True,False,False,True,False,False,0,-0.3030142528215816,1
M0112,Élevé,-0.7435486997613786,0.4869080581440396,-2.461728494235717,-0.002499589163794205,0.17527766799056826,0,False,False,False,True,True,False,False,2,-1.5239524893066412,0
M0113,Moyen,1.227262406814174,0.5018399771802647,0.11580812885163119,1.0473278596296975,0.7150516739380112,0,False,True,False,False,True,False,False,1,2.440661965057342,1
M0114,Moyen,0.1468780050167321,-0.9913519264422354,-0.9597107498466865,1.4672588391470942,0.598812166001013,0,True,False,False,False,True,False,False,1,-0.14830890019508544,1
M0115,Faible,0.6098998915013503,0.22808812818280644,-0.18088673423756013,1.4672588391470942,-0.9488640460401478,0,False,False,False,True,True,False,False,0,2.6622937484332048,1
M0116,Élevé,-1.5983583363483642,0.6212953294700648,-0.8484501761882406,0.20746590059490413,0.7003632270259723,0,False,True,False,False,False,False,True,2,-2.568488401977075,1
M0117,Moyen,-0.14993089657597145,-0.05810698667817284,0.17143841568085333,-1.2622925277159842,-0.9047987053040312,0,False,False,True,False,True,False,False,1,2.6254387649782496,0
M0118,Faible,0.6098998915013503,0.22311082183739822,1.5807390153545104,0.6273968801123008,0.44484765412446153,0,True,False,False,False,False,True,False,0,2.7214209760198824,1
M0119,Moyen,1.4172201038335037,-0.2795971190488436,0.1899818446239274,1.4672588391470942,-1.4474258628099277,0,False,True,False,False,False,False,True,1,-5.086987649664234,1
M0120,Moyen,1.049177065858552,0.37243001219964816,0.319785847225449,1.2572933493883958,-0.5571369042924637,0,False,False,True,False,False,False,True,1,2.8095681428455377,1
M0121,Moyen,-0.8503999043347517,0.1434739203108648,0.22706870251007713,1.6772243289057924,-1.3003300491296534,0,True,False,False,False,False,True,False,1,-5.886182796901645,1
M0122,Moyen,-0.05495204806630665,-0.5881901124641603,-0.3106907368390817,-0.4224305686811909,1.0882861666957184,0,False,False,False,True,False,True,False,1,0.0935847639458689,0
M0123,Moyen,-0.26865445721305287,0.28283849798229826,0.11580812885163119,-0.6323960584398892,0.40014827970868855,0,False,True,False,False,False,False,True,1,-0.9465046465606919,0
M0124,Faible,-0.3873780178501343,0.23306543452821468,0.9131755734038316,1.4672588391470942,-1.069330445174855,0,False,False,True,False,False,False,True,0,-1.6549988195862344,1
M0125,Faible,-0.39925037391384177,-0.8619419614616186,1.4694784416960645,-0.002499589163794205,-0.9242424048134927,0,False,True,False,False,True,False,False,0,0.4637366881688931,0
M0126,Faible,-1.1234640938000386,-0.20991483021312687,0.6535675682007884,1.4672588391470942,0.38810163979521783,0,False,True,False,False,False,True,False,0,5.377617724188962,1
M0127,Moyen,-0.4229950860412584,-0.26964250635802695,-0.013995873749890418,-0.4224305686811909,0.09105686087621588,0,False,False,True,False,False,False,True,1,1.5745649926207943,0
M0128,Élevé,-0.7316763436976694,-0.8420327360799853,0.6350241392577144,1.0473278596296975,-0.3985228120984323,0,False,True,False,False,True,False,False,2,0.8699736791554381,1
M0129,Faible,-0.5417186466783398,0.5764995723613899,0.8390018576315338,0.8373623698709991,-0.16192257730666945,0,False,True,False,False,False,True,False,0,-0.9380416412487679,1
M0130,Faible,-0.755421055825086,-0.5135305172830354,0.11580812885163119,0.20746590059490413,0.07890454868280242,0,True,False,False,False,True,False,False,0,1.4739045390499523,1
M0131,Faible,-0.3636333057227177,-0.02575449543301847,-0.8299067472451666,1.2572933493883958,-0.47714298837582025,0,False,True,False,False,False,True,False,0,14.689586653327218,1
M0132,Moyen,0.5030486869279763,-1.3795818213840854,0.6906544260869382,1.4672588391470942,-1.4584157799239712,0,False,True,False,False,False,False,True,1,-0.36490303232268023,1
M0133,Faible,-0.7672934118887952,-0.1900056048314935,-1.3676661865943254,-0.21246507892249253,-0.8605220200080291,0,False,True,False,False,False,False,True,0,4.059633112853292,0
M0134,Élevé,-1.1946982301822877,-0.9166923312611104,0.5423069945423425,-1.0523270379572858,0.1392434205300988,0,False,False,False,True,False,True,False,2,1.3046939341917658,0
M0135,Moyen,0.38432512629089494,0.1285420012746397,-0.9597107498466865,-0.4224305686811909,0.2696430139794223,0,False,True,False,False,False,False,True,1,2.96679935858096,0
M0136,Faible,-0.16180325263967893,-0.27461981270343516,-1.0338844656189843,-0.6323960584398892,0.5191352669241978,0,False,False,False,True,False,True,False,0,0.591343335268819,0
M0137,Faible,0.4911763308642689,0.47695344545322316,-0.25506045000985794,-1.0523270379572858,0.46112118523564133,0,True,False,False,False,False,False,True,0,1.0276656346697262,0
M0138,Faible,-0.9572511089081248,0.9199337101945647,-0.9226238919605384,-0.6323960584398892,-0.1895030423717209,0,False,True,False,False,True,False,False,0,-1.0394354102923298,0
M0139,Faible,-0.23303738902192878,-1.1954214866039772,-0.1067130184652623,0.8373623698709991,-0.296549061953702,0,False,False,True,False,False,True,False,0,0.1951048198944488,1
M0140,Moyen,-0.8741446164621675,-0.0556183335054685,0.1899818446239274,-1.0523270379572858,0.9079035848334855,0,False,False,False,True,False,False,True,1,16.004600659861698,0
M0141,Faible,-1.3371665029467856,-0.05810698667817284,-0.2921473078960077,0.8373623698709991,-0.9438974488828397,0,False,False,True,False,False,True,False,0,23.415112243312798,1
M0142,Moyen,-0.5892080709331731,-0.463757453828952,0.26415556039622523,-0.6323960584398892,-0.6039497243070912,0,False,True,False,False,True,False,False,1,1.2732546306017163,0
M0143,Faible,-0.25678210114934374,-0.6180539505366104,1.1727835786068732,-1.0523270379572858,0.8675367738953643,0,False,True,False,False,False,True,False,0,0.4161420584473004,0
M0144,Élevé,0.13500564895302464,-0.1750736857952686,-0.03253930269296446,-0.21246507892249253,0.43840164504795526,0,False,True,False,False,False,False,True,2,-0.7755660962553947,0
M0145,Faible,-1.2184429423097043,0.23306543452821468,-0.4034078815544536,-1.4722580174746824,-0.7432257892716035,0,False,False,False,True,False,False,True,0,-5.205565464057577,0
M0146,Moyen,0.5386657551191004,0.28283849798229826,0.319785847225449,-1.2622925277159842,-1.4165695570666519,0,False,True,False,False,False,False,True,1,1.897789619619163,0
M0147,Moyen,0.8236023006480966,0.5665449596705731,0.30124241828237497,-0.4224305686811909,-1.2116710062577067,0,False,True,False,False,False,False,True,1,1.4511666196915043,0
M0148,Faible,0.1468780050167321,-0.11036870330496033,-1.4974701891958453,-0.6323960584398892,0.19524972889974343,0,True,False,False,False,True,False,False,0,-1.342961931323095,0
M0149,Faible,-0.5298462906146323,0.5466357342889396,-0.2365170210667839,-0.21246507892249253,-0.5821812346388896,0,False,False,False,True,False,False,True,0,-0.967515918775086,0
M0150,Faible,-0.9097616846532924,0.34256617412719836,-1.163688468220506,1.0473278596296975,0.24967095307024717,0,False,True,False,False,False,True,False,0,-2.6479955046927053,1
M0151,Faible,0.7523681642658484,0.5715222660159817,1.265500723322245,0.6273968801123008,2.4546556092735887,0,False,False,False,True,False,False,True,0,1.3141290896882716,1
M0152,Faible,-0.8860169725258757,0.5416584279435315,-1.1451450392774318,0.20746590059490413,0.39718945587029225,0,True,False,False,False,False,True,False,0,-1.6327341968750808,1
M0153,Faible,1.0373047097948427,0.33758886778178965,-0.6815593157005709,1.6772243289057924,-0.653721368160115,0,False,True,False,False,False,True,False,0,3.063611383890372,1
M0154,Faible,-1.800188389431403,0.5167718962164899,-0.013995873749890418,-1.4722580174746824,-0.018947982544161582,0,False,True,False,False,True,False,False,0,-3.4767981858148427,0
M0155,Faible,-1.8951672379410678,-0.463757453828952,-2.4802719231787913,1.4672588391470942,1.2603206384424759,0,False,True,False,False,False,False,True,0,4.095379171659057,1
M0156,Faible,0.25372920959010603,-1.3049222262029605,-2.035229628545004,1.2572933493883958,0.18573922370489812,0,False,False,False,True,False,False,True,0,-0.19458922050049637,1
M0157,Faible,-1.2896770786919525,-0.8221235106983519,-0.7557330314728687,0.8373623698709991,0.5092020726095815,0,False,True,False,False,False,False,True,0,1.5706249570117699,1
M0158,Faible,0.7642405203295558,0.22808812818280644,-0.42195131049752765,1.2572933493883958,-0.9396705576851306,0,False,True,False,False,False,False,True,0,3.3360110207007825,1
M0159,Moyen,-0.5298462906146323,-0.04566372081465182,-1.627274191797367,-0.6323960584398892,-0.7449165457506872,0,True,False,False,False,False,False,True,1,11.863012775254889,0
M0160,Moyen,-0.6010804269968805,-0.37416593961160194,-0.1994301631806358,0.6273968801123008,-1.1724665903989555,0,True,False,False,False,False,False,True,1,1.610759083807317,1
M0161,Moyen,0.1468780050167321,0.7556826007960896,0.26415556039622523,1.2572933493883958,0.5923661569245067,0,False,True,False,False,True,False,False,1,0.194107813318563,1
M0162,Faible,0.8592193688392207,0.40229385027209796,0.28269898933930093,0.20746590059490413,-0.7857060458085793,0,False,True,False,False,False,True,False,0,2.130504514907715,1
